,Job Title,Company Name,Location,Work Model,Employment Type,Industry,Company Type,Company Size,Job Description,Salary
327,Finance Officer,Queensland Police Service,"Brisbane, Queensland, Australia",missing,Full-time,Law Enforcement,Government Agency,"10,001+ employees","Are you a highly motivated and enthusiastic person, with a strong focus on customer service and a commitment to delivering exceptional financial services to our customers? If so, we would love to hear from you!

An exciting opportunity exists to join our dynamic team of finance professionals within Finance Division.

Our teams provide specialist financial advice for approx. 350+ Police stations and volunteer organisations within the responsibility of the Queensland Police Service to ensure ongoing compliance of financial activities.

Are you a highly motivated and enthusiastic person, with a strong focus on customer service and a commitment to delivering exceptional financial services to our

customers?

If so, we would love to hear from you! An exciting opportunity exists to join our dynamic team of finance professionals within Finance Division. Our teams provide specialist financial advice for approx. 350+ Police stations and volunteer organisations within the responsibility of the Queensland Police Service to ensure ongoing compliance of financial activities.





















Accounting and Finance",missing
328,Authorisations Officer,Workforce Australia for Individuals,"Adelaide, South Australia, Australia",missing,Full-time,Government Administration,Government Agency,1 employee,"Randstad have partnered with one of our clients within the finance industry to find their next Authorisation officer on a casual but ongoing basis offering full time hours.

If you have high attention to detail, a passion for customer service and are looking to branch into the financial world, within a fun engaging and supportive environment - this is the position for you!

You will be the first point of contact for buyers and sellers and responsible for answering calls, processing applications, assessing applications and administrative duties.













If this sounds like you, please address your CV to Juanita Forster and APPLY NOW.

At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.

Please click here to apply.",missing
329,Program Officer,Queensland Government,"Brisbane, Queensland, Australia",missing,Full-time,Government Administration,Government Agency,"10,001+ employees","We are looking for an experienced researcher to join a passionate team working in the newly established First Nations Records Access Unit. The First Nations Records Access Unit provides access to restricted historical departmental records, via an administrative release process, for Aboriginal and Torres Strait Islander individuals, communities and organisations seeking to participate in the Truth-Telling and Healing Inquiry.

It is important to reflect on whether this is the right role for you. It is important to note that in this role you are required to continually access historical records that often contain personal and culturally sensitive information. Given this, the Department prioritises a trauma informed environment that promotes physical, emotional and cultural safety.

Your contribution and key responsibilities




Applications to remain current for 12 months.

Research",missing
330,"STEM (Mathematics, Science, Technology) Coordinator",Australian Christian College,"Singleton, New South Wales, Australia",missing,Full-time,Primary and Secondary Education,Educational,51-200 employees,"About ACC Singleton

Australian Christian College (ACC) is a protestant non-denominational, Christian Education organisation, whose mission is to develop each and every student to be equipped spiritually, academically, socially and physically to flourish into their full potential, and be a positive influence on the world around them.

ACC is part of Christian Education Ministries, with 14 schools in 5 states, and is also the largest non-government Distance Education provider in Australia.

ACC Singleton (ACCS) is located in the beautiful Hunter Valley region of New South Wales. Offering programs from Prep to Year 12, ACCS has been operating for over 12 years. The College has experienced considerable growth in student numbers and improvement in student learning results in recent years. During 2025 work will commence on a new 18 classroom building that will help accommodate the growth in student numbers from 420 to 600 students over the next 5 years.

The College Principal and Board are committed to ACC Singleton being a school that prioritises excellent teaching that is continually improving, positive culture and authentic relationships.



The College is part-way through double-streaming classes. Currently, we have two classes in each of Year 7 and Year 8, with an additional Year 9 class commencing in 2025. Years 10-12 have one class each. The STEM (Mathematics / Science / Technology) Coordinator (Yr 7 - 12) will be a member of the College Leadership Team and will be expected to advance the Vision, Values and School Improvement priorities of the College, especially relating to STEM.

A competent, relational and strategic leader, the STEM Coordinator will oversee teachers in these teaching areas, providing support and direction. With time release and coordinator salary loading, the successful applicant will also teach a number of STEM-related classes providing challenging, stimulating and well-organised lessons.

The role also attracts the possibility of contributing to whole-of-College initiatives including, instructional coaching, STEM enrichment and data analysis.

This full-time position will commence in January 2025.",missing
331,General Manager - Data & Technology,Talenza,"Carlton, Victoria, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,51-200 employees,"Highly reputable Investment firm that provides advice and delivers superior investment results, through its breadth of talent, research, analysis and thought leadership

Established over the past 30+ years and grown its client base to include key organisations across Superannuation, Insurance, Charities and more, developing deep and long lasting relationships.

This role reports directly to the CEO and is the most senior Technology professional in the business. Culture fit is very important, looking for someone who is hungry to succeed and grow.













This role can be based in either Melbourne or Sydney.

We are expecting a high level of applications. Please only apply if you fit the above criteria. We require Australian Citizenship or PR.

Please feel free to send CV's through to conor@talenza.com.au",missing
332,Technical Business Analyst,Hays,"Melbourne, Victoria, Australia",missing,Full-time,Staffing and Recruiting,Public Company,"5,001-10,000 employees","Offering up to $142,000 (inclusive of Super) | Hybrid working environment

Your new company
A prominent state government department.","A$110,000.00/yr - A$110,000.00/yr"
333,Manager IT Architecture,Queensland Government,"Brisbane, Queensland, Australia",missing,Full-time,Government Administration,Government Agency,"10,001+ employees","DSDI is seeking a dynamic leader to engage across the department to design and support delivery of technologies that support the department’s vision and strategies.

As the Manager, IT Architecture you will guide, advise and support the department in its investment and adoption of technology. You will have a key role in establishing a holistic view of the department’s current and targeted capabilities, working with executive stakeholders across Business and ITS to maintain an ICT strategy and roadmap that is aligned to the department’s priorities.

You will be responsible for the maturity of architecture practices and ensure the department’s architectural capabilities are sufficient to address desired change.




DSDILGP has adopted the Skills Framework for the Information Age (SFIA) for ITS positions. The SFIA framework provides a consistent approach and language for ICT skills management, capability and leadership. SFIA technical capabilities identified as relevant to this role are STPL6, CNSL6, ISCO6 and EMRG6.







IT & Telecommunications",missing
334,Actuarial Graduate Role 2025 - Scyne Advisory,Scyne Advisory,"Sydney, New South Wales, Australia",missing,Full-time,Business Consulting and Services,Privately Held,"1,001-5,000 employees","One purpose, one practice

We are public purpose sector specialists who support governments and their agencies to deliver services to Australians, helping government to build more resilient, equitable, secure and prosperous communities. One purpose, one practice. We are guided by our values of Stronger Together, Amplify Impact, Build Trusted Relationships, Value Every Person, Think Beyond Limits, and Defined by Ethics.",missing
335,Level 1 Service Desk Team Lead,MedHealth,"Melbourne, Victoria, Australia",missing,Full-time,Hospitals and Health Care,Privately Held,"1,001-5,000 employees","Company Description

MedHealth are a purpose-built collection of industry leading health, medical and employment brands. Our unique and diverse capabilities come together to get the best possible health and employment outcomes for you and the people you support. We support whole populations to better outcomes, yet never lose sight of the individual we are working with to build a better life through work and health.



At the core of the role is fantastic service, and a drive, desire and passion to create amazing outcomes for our customers. The Level 1 Support Team is the first touchpoint for all Technology related calls and tickets. Working closely with the Customer Experience Manager, this role leads and develops a team of service desk agents specifically designed to provide a fast, efficient and capable level of instant service to the business.











Our fast-growing team of more than 3,500 people around Australia represent a huge array of life experiences, skills and ways of thinking. We value all these differences.

We are an Equal Opportunity Employer, proudly welcoming people with disability including mental health conditions, people from diverse cultural and linguistic backgrounds, people from the LGBTQI community, veterans, carers and Indigenous Australians to our team.

We are happy to adjust our recruitment process to support accessibility needs.",missing
336,Data Engineer / Modeler,Workforce Australia for Individuals,"Macquarie Park, New South Wales, Australia",missing,Full-time,Government Administration,Government Agency,1 employee,"Data Engineer - Azure Stack - Permanent - Up to $150k + super

Your New Organisation

We are currently partnering with a medical device and services manufacturer in the Macquarie Park area who are seeking a data engineer with skills in data modelling and warehousing methodologies.

The company offers an exciting culture with an array of employee benefits and the successful candidate will be working in an agile DevOps environment whilst learning to master advanced technologies within data and analytics. The job is in a Hybrid Work from home (WFH) / onsite environment.



The data engineer will be responsible for maturing data and analytics capabilities through the maintenance & uplift of a data warehouse, as well as building reports and contributing to a national data strategy. Working alongside architects and senior stakeholders, you will get the chance to contribute to these discussions and develop your experience in data warehouse solution design and development.











If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.

If this job isn't quite right for you, but you are looking for a new position, please contact us for a confidential discussion on your career.

Please click here to apply.",missing
337,Service Management Analyst,Cuscal Limited,"Sydney, New South Wales, Australia",missing,Full-time,Financial Services,Public Company,201-500 employees,"Company Description

Cuscal – where curiosity and expertise are rewarded.

Want a career with impact? When you join Cuscal, you become part of something bigger.

Be part of a smaller team taking on a bigger role – a role where your curiosity, your energy, your ambition is rewarded. You’ll grow with us in an unconventional way where sideways develops you as much as up; where voices are heard and ideas are tested, and new things are created in fast-paced and efficient ways. Where your expertise and excellence are seen and valued.





This role will contribute to enabling efficient and effective IT Service Management processes. These processes include but are not limited to Change Management, Incident Management, Problem Management, Root Cause Analysis and Continuous Service Improvement.

As a Service Management Analyst, you will use root cause analysis to assess trends relating to service failures, drawing on a detailed understanding of the client impact and operational flow. The Service Management Analyst will then need to collaborate with stakeholders to develop action plans to solve the service failures, to improve the overall service provided.

In this role you will be responsible for the following:







To be successful in this role you will have the following knowledge, skills, and experience:









As well as good pay and a great culture, we back our employees by helping them work towards industry-recognised qualifications, using online learning, training modules and career planning tools for you to grow with us. We are committed to providing a diverse and inclusive workplace where the very best talent in Australia chooses to work. We support our colleagues with flexible work arrangements through our hybrid model whilst also offering a wide range of financial, lifestyle, health & wellbeing benefits.



Start here. Just click on the button.

If you think this role is the right fit for you, we invite you to apply. Let’s explore who you are and what drives you. We’d love to share our vision for the future of payments sector. Please note candidate screening and interviews may be conducted prior to the closing date of the job advert.",missing
338,Community & Content Coordinator,Universal Music Australia,"Sydney, New South Wales, Australia",missing,Contract,Musicians,Public Company,51-200 employees,"We are Universal Music Australia (UMA), part of the Universal Music Group. We are the world’s leading music company. In everything we do, we are committed to artistry, innovation and entrepreneurship. We own and operate a broad array of businesses engaged in recorded music, music publishing, merchandising, and audio-visual content in more than 60 countries. We identify and develop recording artists and songwriters, and we produce, distribute and promote the most critically acclaimed and commercially successful music to delight and entertain fans around the world.",missing
339,Business Analyst – Enterprise Data & Analytics,GHD,"Melbourne, Victoria, Australia",missing,Full-time,Civil Engineering,Privately Held,"10,001+ employees","Job Description

At GHD, we don’t just believe in the power of commitment, we live and breathe it every day.

That’s why we pledge to support and empower all our people to make a positive impact when working hand in hand with our business to drive change. We'll help you accelerate your career and empower you with the right technology and training as you bring ideas and projects to life.

Together with your colleagues, clients and partners, you'll make an impact that is felt by all. See where your commitment could take you.



At GHD, we’re looking for a proactive and analytical to join our Enterprise Data & Analytics team. If you have a knack for identifying improvements, designing solutions, and driving change, we want you!











Lloyd Hall-Towers

GHD is an equal opportunity employer. We value a diverse workforce and an inclusive culture. We encourage applications from Aboriginal and Torres Strait Islander peoples and people of all identities. GHD embraces hybrid work arrangements to support the diverse needs of our workforce, balancing the benefits of remote working with the value of face-to-face collaboration in the office.",missing
340,Office Administrator/Data Analyst/Data Entry Clerk/Urgent,missing,"Hobart, Tasmania, Australia",missing,Full-time,Civil Engineering,Privately Held,"10,001+ employees","The Data Entry Clerk/Office will be responsible for analyzing and interpreting large datasets to provide valuable insights and recommendations to the business. They will work closely with cross-functional teams to gather and analyze data, develop reports, and provide customized solutions to help the organization gain a competitive edge.



Analyze large data sets using advanced statistical techniques and tools to uncover trends, opportunities, and insights.

Develop, maintain and analyze performance metrics and reports that support data-driven decision-making processes.

Collaborate with stakeholders to identify business questions and translate them into data and analysis requirements.

Develop models and algorithms to help optimize business processes and drive efficiencies.

Design and execute A/B tests and experiments to identify opportunities for optimization.

Identify data quality issues and help to develop solutions to improve data integrity, accuracy, and completeness.

Manage data collection, cleansing, and manipulation processes to ensure data is readily accessible and easy to work with.

Prepare and present data-driven reports and insights to stakeholders, highlighting key findings and recommendations.



1+ years of relevant experience in data analysis, preferably in the Internet and New Media industry.

Proven experience in analyzing large and complex datasets using SQL, R, Python, or related tools.

Strong analytical, critical thinking, and problem-solving skills.

Excellent communication and collaboration skills, with the ability to work effectively in a team environment.

Experience with data visualization tools such as Tableau, Power BI, or related tools.

Knowledge of statistical modeling, hypothesis testing, and A/B testing methodologies.

Familiarity with data management and ETL processes.If you are interested in this position, please send your resume, contact information and salary requirements to : hrteam@jobsolutionsai.online

Powered by Webbtree",missing
341,Data Analyst,Troocoo,"Brisbane, Queensland, Australia",missing,Temporary,Staffing and Recruiting,Privately Held,51-200 employees,"Are you a skilled Data Analyst with a passion for tackling complex challenges using a legacy technology stack? We have an exciting 12-month contract opportunity that requires your expertise in MS SQL Server, T-SQL, and Tableau to support multiple critical projects.

As a Data Analyst, you will play a pivotal role in supporting four major projects that are set to significantly impact our Data Analytics team. You'll be working within a legacy technology environment, where your strong SQL and Tableau skills will be key to driving project success.













If you are ready to contribute to impactful projects in a dynamic environment while leveraging your expertise in SQL and Tableau, we would love to hear from you.",missing
342,D365 Customer Journey and Insight & CRM Consultant - Full Time - Sydney/Melbourne,GOSOL,"Sydney, New South Wales, Australia",missing,Full-time,IT Services and IT Consulting,Privately Held,11-50 employees,"About GOSOL

GOSOL is a well-known provider of IT services, Consulting, Staffing, and On-hire work visa company. We help businesses to enhance Technology, Digital, Project and Business Transformation. Guided by integrity and trust, we believe in offering an unparalleled experience as your Tech of choice.

Find us at - https://gosol.com.au



We are seeking an experienced D365 Customer Journey and Insight & CRM Consultant to join our dynamic team. The ideal candidate will have a strong background in Microsoft Dynamics 365, with specific expertise in Customer Insights, Marketing, and Customer Relationship Management (CRM) modules. You will work closely with our clients, providing strategic guidance, implementation services, and ongoing support to optimize their customer engagement processes.







Only candidates with valid work rights of Australia will be considered.",missing
343,Customer Research Consultant,Datacom,"Brisbane, Queensland, Australia",missing,Full-time,IT Services and IT Consulting,Privately Held,"5,001-10,000 employees","Our Why

Datacom works with organisations and communities across Australia and New Zealand to make a difference in people’s lives and help organisations use the power of tech to innovate and grow.



Customer Research Consultant is responsible for assisting with the Go-To-Market Strategy and Planning to drive lead generation and customer acquisition via a highly effective research and insight-driven team leveraging internal, competitive and market intelligence to inform decision making developing a clear and complete Australian market growth strategy.

Our offices are based in Brisbane, Melbourne and Sydney. We like to bring people together in person when we can, but we are mindful of the benefits of working from home for work/ life balance. We therefore leave it to you and the team you join to figure out what works best!



The Customer Research Consultant is responsible for (but not limited to):



We are a pretty agile company, and are keen to respond to customer, technology and internal stakeholders’ changing requirements and this can mean we evolve in our roles to meet those needs.







Datacom is one of Australia and New Zealand’s largest suppliers of Information Technology professional services. We have managed to maintain a dynamic, agile, small business feel that is often diluted in larger organisations of our size. It's our people that give Datacom its unique culture and energy that you can feel from the moment you meet with us.

We care about our people and provide a range of perks such as social events, chill-out spaces, remote working, flexi-hours and professional development courses to name a few. You’ll have the opportunity to learn, develop your career, connect and bring your true self to work. You will be recognised and valued for your contributions and be able to do your work in a collegial, flat-structured environment.

We operate at the forefront of technology to help Australia and New Zealand’s largest enterprise organisations explore possibilities and solve their greatest challenges, so you will never run out of interesting new challenges and opportunities.

We want Datacom to be an inclusive and welcoming workplace for everyone and take pride in the steps we have taken and continue to take to make our environment fun and friendly, and our people feel supported.",missing
344,Data Entry Officer,Veritas Recruitment,"Elsternwick, Victoria, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,11-50 employees,"About The Business

Market leaders in a fast paced competitive industry, this successful organisation works hard to be an employer reputed for developing, challenging and retaining staff. Well known for quality products supported by superior customer service, you will be joining a company that is well placed for future growth and expansion.

Are you a detail-oriented person with a knack for numbers and an eye for accuracy? Do you thrive in a dynamic environment where every day brings new challenges and opportunities? Do you have a passion for the automotive industry? If so, this role is the perfect opportunity for you!













Join the team as a Data Entry Officer and become a vital part of our client's success story!

To apply online please click on the appropriate link and send your resume in WORD format. Alternatively, for a confidential discussion please contact Jenny Hiep on 03 9535 2115",missing
345,Data Analytics Graduate,Jobs via eFinancialCareers,"Sydney, New South Wales, Australia",missing,Full-time,Staffing and Recruiting,Public Company,201-500 employees,"Join the Allianz Australia Data Analytics Graduate Program and play a key role in transforming the insurance industry with data. Use your problem-solving skills to manipulate data and communicate insights to stakeholders. Work across various business functions where data is at the forefront and integral to our operations.





















At Allianz, we celebrate what makes you unique. We value diversity and inclusion, welcoming people of all genders, ages, religions, sexual orientations, abilities, and work statuses. We're committed to creating an environment where everyone can thrive and reach their fullest potential.As one of the world's leading insurance and asset management brands, we care about our customers and our people. We offer a workplace where you feel like you belong, with a culture of lifelong learning, development, and global mobility. Join us, share your ideas, be inspired, and give back. Be part of meaningful work that tackles climate change, mental health, and well-being.

Let's care for tomorrow and create a better future together. If you need any support or adjustments to participate in our recruitment process, reach out to careers@allianz.com.au for a confidential conversation.

Join us. Let's care for tomorrow.www.allianz.com.au/careers #",missing
346,Environment & Sustainability Roles,John Holland,"Sydney, New South Wales, Australia",missing,Full-time,Construction,Privately Held,"5,001-10,000 employees","About John Holland

At John Holland, our purpose is simple – we transform lives with everything we do. We’ve always known that infrastructure is about people — our customers, our employees, and the communities in which we work every day. That’s our difference. Deep experience and capability with a genuine care about creating better lives for people along the way. Be part of the team that’s up for the challenge of transforming lives for good.



John Holland’s Rail & Transport division is currently constructing some of Australia’s most complex Rail projects along with pursuing several others.

We are currently seeking expressions of interest from individuals working in the Environmental and Sustainability field.



This role will see you holding a degree qualification in Environmental Science, Sustainability, Engineering or a related field with previous experience in the Environmental or Sustainability field within the construction or heavy industry.







You will have the ability to work both independently and collaboratively and be able to foster effective working relationships with a diverse range of stakeholders both internally and externally.

Your flexible and team-centric attitude, along with your high motivation to learn and adapt to a variety of challenges that extend beyond the technical, will see you succeed in the role.

As part of the team, you can help us transform lives.

Your success is reflected in ours, so we’re committed to being an employer of choice. We pride ourselves on having a diverse and inclusive workplace, as we understand that different perspectives and ideas are critical to our long-term success.

We want you to be with us for the long term, so providing you with rich career experiences and ongoing development is our priority.



We’re about connecting your sense of purpose to ours. We understand that your career is one of the biggest ways to have an impact on the world. We also believe in supporting you as a whole person, not just an employee.

We reward and support our people in so many ways. This starts with being flexible about how different people like to work. From generous leave policies to wellbeing and relationship support, your needs sit at the heart of our employee benefits.





Inclusion, diversity and equity is part of how we work. We want everyone at John Holland to feel that they belong – that’s why we’re working hard every day to foster a more inclusive culture, backed by a business-wide inclusion strategy to bring about meaningful change. We’ve also got active employee resource groups that support our commitments including those around gender equality and reconciliation.

Flexible working that works for you as we know flexibility means different things to different people. Whether it’s flexi-hours, flexi-parenting, flexi-leave, flexi-shifts or flexi-work, we’re committed to helping our people work flexibly.",missing
347,Insights Analyst,Mane Consulting,"New South Wales, Australia",missing,Full-time,IT Services and IT Consulting,Privately Held,11-50 employees,"Unlock your potential with a prestigious opportunity alongside an award-winning, data-driven industry leader! We are currently seeking a dynamic and experienced Business Insights Analyst to join a highly respected team. In this role, you will spearhead day-to-day business insights and analytics support for the diverse cross-functional business units, encompassing supply chain, marketing, operations, and digital domains. Seize this chance to harness your expertise and drive impactful decisions within a thriving, forward-looking organization at the forefront of innovation.



The position requires a highly skilled analyst who will be responsible for assisting on various business insights/analytics matters, including but not limited to:







Mane Consulting specialise in Data & Analytics. For more information on this role or others like this in the market apply below or contact Mark.cornwel-smith @mane.com.au",missing
348,Data Business Analyst,Michael Page,"Brisbane, Queensland, Australia",missing,Full-time,Staffing and Recruiting,Public Company,"5,001-10,000 employees","6 month contract with potential to extend|Flexible Working Environment

About Our Client

A global mining leader who is innovative, and progressive in their ways of working.







To be successfully considered for this role, you will have:









An amazing opportunity to be part of a global mining leader, working on cutting edge tech. This role will be an initial 6 months with scope for extension, with WFH flexibility.",missing
349,Junior Functional Analyst - eMR,NSW Health,"Chatswood, New South Wales, Australia",missing,Full-time,Hospitals and Health Care,Government Agency,"10,001+ employees","Employment Type

Full Time-Exempt (for a period up until 23/09/25)
38 hour working week within a flexible hybrid working model.




Working at eHealth NSW is more than a job. Every day, we set out to design, build and innovate world class digital solutions that will transform how healthcare is delivered to patients across NSW. It’s a genuine opportunity to join a team of technology professionals, health partners, industry leaders and academia to develop solutions that help save and improve people’s lives.



We have an exciting opportunity in the Clinical Applications Service Design & Governance team for a Junior Functional Analyst – Electronic Medical Records (eMR).

Reporting into the Design & Governance Manager you will be part of the team responsible for reviewing and identifying business improvements and the collection, collation, analysis, quality checking, reporting and storing of data. Working closely with Functional Analysts so that the organisation’s business intentions, services and processes can be properly reviewed.

commencing salary from $81,581 – $108,532 + 11.5% Super and Annual Leave loading



For more information, read the full POSITION DESCRIPTION.

As an integral member of the Clinical Applications Service Design & Governance team, you will:





We are seeking motivated and committed individuals with:



If this sounds like you and you’re looking for a rewarding new opportunity, we would love to hear from you.



Our people are at the heart of who we are. We are committed to a workforce that reflects the communities we serve and actively seek to recruit people from diverse backgrounds to build a supportive and inclusive workplace. We support our people with great benefits so they can support the patients and staff of NSW Health. These include:



More information about these benefits can be found on our Benefits Page.



eHealth NSW is committed to providing a working environment that embraces and values diversity and inclusion. We welcome and encourage applications from diverse backgrounds, including Aboriginal and Torres Strait Islander people, people with disability and LGBTIQ+, for all advertised positions and have strategies in place to support you.

For more information on the strategies in place to support diversity and inclusion, please visit our Diversity and Inclusion page.



All applicants must review the role description and apply by submitting an up-to-date resume (up to 5 pages) and cover letter (1-2 pages) explaining your interest and motivation in applying for this role, highlighting your relevant skills. In addition, please provide a response in the questionnaire of this application to the 2 questions below:



If you require assistance or have any questions about the role, please contact Bronwyn Spinks on Bronwyn.Spinks@health.nsw.gov.au and quote REQ512205.

If you require adjustments to the recruitment/interview process, please contact Sam Matthews on Samuel.Matthews1@health.nsw.gov.au.



Sunday 8th September 2024 (11:59 PM AEST).",missing
350,Monetization Strategy and Operations - Business Planning - Monetization Strategy & Operations Associate,TikTok,"Sydney, New South Wales, Australia",missing,Full-time,Entertainment Providers,Privately Held,"10,001+ employees","About TikTok
TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and its offices include New York, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.",missing
351,Clinical Research Associate I (Jr. CRA),Parexel,"North Ryde, New South Wales, Australia",missing,Full-time,Pharmaceutical Manufacturing,Privately Held,"10,001+ employees","We are open to consider talents experienced in great Study Coordinator, Clinical Research Coordinator, Clinical Trial Coordinator, or equivalent roles.
We are open to consider talents with Inhouse CRA, CTA experience from CRO/ Pharma






Act as Parexel’s direct point of contact with assigned sites, accountable for quality and delivery during the start-up phase.





Act as Parexel’s direct contact with assigned sites, assess and ensure overall integrity of study implementation and adherence to study protocol at clinical sites, and perform problem-solving to address and resolve site issues.





Ensure timely and accurate completion of project goals and update of applicable trial management systems.",missing
352,Inventory and costing Officer,B&E Foods,"Mclaren Flat, South Australia, Australia",missing,Full-time,Food Production,Privately Held,201-500 employees,"B & E Foods, a leading wholesale company in the food industry, is seeking a highly organized and detail-oriented Inventory and Costing Officer to join our team. This role is responsible for maintaining accurate inventory records, overseeing inventory control procedures, and analyzing cost data to support decision-making processes.

As the Inventory and Costing Officer, you will play a vital role in managing the company's inventory levels, ensuring accuracy and efficiency in inventory-related processes. You will collaborate with various departments to coordinate stock movements, conduct regular stock reconciliations, and analyze cost data to optimize pricing and profitability. The ideal candidate for this role has strong analytical skills, excellent attention to detail, and a solid understanding of inventory management and costing principles.",missing
353,Business analyst and DW Developer for Business Intelligence Dashboard Development,Powerdata Group Consulting,"Darwin City, Northern Territory, Australia",missing,Full-time,IT Services and IT Consulting,Privately Held,11-50 employees,"Job Description

Experience, knowledge and skills in business analysis, Business Intelligence solution delivery, with technical skills in data

warehousing, data infrastructure, semantic layer development and dashboard development.



delivered on time and within the allocated budget.



to quickly acquire.



Data Services provide a data management service to the Workforce Insights in the form of data warehousing, data infrastructure and reporting and business intelligence solutions. Workforce Insights has prioritised the development of a Power BI solution and dashboards for various Human Resources datasets to enable interactive reporting. The dashboard development is to meet the same standards as pre-existing Workforce Insights Power BI dashboards. This procurement is seeking resources to develop business intelligence solutions which encompasses activities such as business analysis, stakeholder engagement, and technical skills to develop data and views, semantic layer and dashboard for the human resources datasets.



Essential criteria





Essential criteria 1.Please advise the availability to be on-site. The preference is to have on-site resources although a mix of on-site and remote may be considered. 2.Describe specific projects you have delivered in the past that are similar in nature to the scope defined in this request. Include the customers those projects were delivered for and the role and duties",missing
354,Inventory and costing Officer,B&E Foods,"Mclaren Flat, South Australia, Australia",missing,Full-time,Food Production,Privately Held,201-500 employees,"B & E Foods, a leading wholesale company in the food industry, is seeking a highly organized and detail-oriented Inventory and Costing Officer to join our team. This role is responsible for maintaining accurate inventory records, overseeing inventory control procedures, and analyzing cost data to support decision-making processes.

As the Inventory and Costing Officer, you will play a vital role in managing the company's inventory levels, ensuring accuracy and efficiency in inventory-related processes. You will collaborate with various departments to coordinate stock movements, conduct regular stock reconciliations, and analyze cost data to optimize pricing and profitability. The ideal candidate for this role has strong analytical skills, excellent attention to detail, and a solid understanding of inventory management and costing principles.",missing
355,Machine Learning Platform Engineer,Workforce Australia for Individuals,"Sydney, New South Wales, Australia",missing,Full-time,Government Administration,Government Agency,1 employee,"About The Company

My client is a leading global multinational investment bank and financial services company. It is headquartered and listed in Australian stock exchange and employs nearly staff in over 20 countries is the world's largest asset manager in infrastructure and Australia's top ranked mergers and acquisitions adviser with almost half a trillion dollars in assets under management.



Because of their immense growth in their Machine Learning and Data Science portfolio, an exciting opportunity has come up in one of their offices in Sydney. You will be joining their elite team and playing a key role in designing, building and operating Machine Learning solutions, working closely with various stakeholders (business and technical) to help execute their data science and machine learning strategy as they embark this journey in machine learning.

IT IS A HYBRID WORK CULTURE WITH 2 DAYS IN OFFICE. YOU",missing
356,Commercial Analyst,FourQuarters Recruitment,"Perth, Western Australia, Australia",missing,Full-time,Staffing and Recruiting,Privately Held,51-200 employees,"Join a well-established and growing WA Based Entrepreneurial Business specialising in Outsourced Customer Service Provision to blue-chip brands

Join a large, privately owned and growing outsourced service business
West Perth location | 100k to $120k plus super and bonus | Flexible working","A$100,000.00/yr - A$120,000.00/yr"
357,"Junior Payment Operations Associate, Insurance",Flywire,"Brisbane, Queensland, Australia",missing,Full-time,Software Development,Public Company,"1,001-5,000 employees","Company Description

Are you ready to trade your job for a journey? Become a FlyMate!

Passion, excitement & global collaboration are all core to what it means to be a FlyMate. At Flywire, we’re on a mission to deliver the world’s most important and complex payments. We use our Flywire Advantage - the combination of our next-gen payments platform, proprietary payment network and vertical specific software, to help our clients get paid, and help their customers pay with ease - no matter where they are in the world.

What more do we need to truly be unstoppable? Perhaps, that is you!



Flywire is a global payments enablement and software company, founded a decade ago to solve high-stakes, high-value payments in education, using modern technology.

Today, we’ve digitized payments for more than 3,700+ global clients across education, healthcare, travel & B2B, covering more than 240 countries and territories and supporting over 140 currencies. And, we’re just getting started!

With over 1,200+ global FlyMates, representing more than 40 nationalities, and in 12 offices world-wide, we’re looking for FlyMates to join the next stage of our journey as we continue to grow.



We, at Flywire, are seeking a to be part of the team providing finance and operational support for the international payments and health insurance businesses.



















We are excited to get to know you! Throughout our process you can expect to meet with different FlyMates including the Hiring Manager, Peers on the team, the VP of the department, and a skills assessment. Your Talent Acquisition Partner will walk you through the steps and be your “go-to” person for any questions.",missing
358,Analyst ? Stress Testing,Workforce Australia for Individuals,"Sydney, New South Wales, Australia",missing,Full-time,Government Administration,Government Agency,1 employee,"Do work that matters

This role will assist Group Treasury perform scenario analysis to provide insights on the Group?s balance sheet resilience to senior leadership and regulators. This requires close collaboration with different areas within the Group including Finance, Risk, Product and Data.

The purpose of this role is to support the Capital Management and Stress Testing team in the development and execution of stress testing models through advanced analytical, modelling and data management skills.



The Capital Management and Stress Testing team is a critical function that helps shape the best outcomes for the Group?s shareholders.

The team?s objective is to optimise the Group?s capital position, within constraints defined by internal and regulatory limits, whilst ensuring the Group?s financial strength.



Assist with stress testing the balance sheet to provide assurance on the Group?s",missing
